time	V(vout)
6.748175212757245e-04	3.782162e+00
6.764321735276337e-04	3.880599e+00
6.783717465578126e-04	3.918268e+00
6.802615673796792e-04	3.882087e+00
6.824763142354553e-04	3.762423e+00
6.856193718782581e-04	3.471482e+00
6.903320083084954e-04	2.822587e+00
6.977582278354366e-04	1.469057e+00
7.047442234396972e-04	1.268084e-02
7.116841174144865e-04	-1.476719e+00
7.182551012977947e-04	-2.833073e+00
7.226250184618822e-04	-3.558497e+00
7.256117313298237e-04	-3.845711e+00
7.274959988280797e-04	-3.914181e+00
7.293242391516527e-04	-3.908305e+00
7.317483660408793e-04	-3.808415e+00
7.343178905277132e-04	-3.604135e+00
7.387628420245748e-04	-3.057602e+00
7.446504618200148e-04	-2.060113e+00
7.512334965902507e-04	-7.409660e-01
7.580420667529191e-04	7.061608e-01
7.641189031101683e-04	2.001450e+00
7.707266744277565e-04	3.265998e+00
7.748795385351476e-04	3.787474e+00
7.764552259830960e-04	3.881690e+00
7.782672323007974e-04	3.918246e+00
7.799953000326231e-04	3.890976e+00
7.821039229134659e-04	3.787794e+00
7.851188482123246e-04	3.526381e+00
7.896239746412655e-04	2.933630e+00
7.965624774701300e-04	1.704203e+00
8.035570379935718e-04	2.638234e-01
8.108689476832661e-04	-1.302921e+00
8.174819502216340e-04	-2.684620e+00
8.219554348957003e-04	-3.469268e+00
8.253567457644353e-04	-3.830751e+00
8.270808769694325e-04	-3.906291e+00
8.292384368508583e-04	-3.910407e+00
8.315775925602297e-04	-3.818684e+00
8.342006612153470e-04	-3.615515e+00
8.382810980000042e-04	-3.126671e+00
8.442994613942379e-04	-2.126543e+00
8.509863311124717e-04	-7.933986e-01
8.578905610738422e-04	6.728717e-01
8.639345862019025e-04	1.962107e+00
8.705678201044870e-04	3.240058e+00
8.748167853206665e-04	3.782098e+00
8.764318999562602e-04	3.880586e+00
8.783701142890318e-04	3.918268e+00
8.802585521929722e-04	3.882195e+00
8.824801667046315e-04	3.762152e+00
8.856192039596698e-04	3.471497e+00
8.903381635654742e-04	2.821615e+00
8.977520859243983e-04	1.470213e+00
9.047370230785177e-04	1.415873e-02
9.116754791508138e-04	-1.474922e+00
9.182466793836371e-04	-2.831512e+00
9.226161789889103e-04	-3.557400e+00
9.256083839084565e-04	-3.845538e+00
9.274905497047704e-04	-3.914107e+00
9.293220199421951e-04	-3.908358e+00
9.317580502876537e-04	-3.807837e+00
9.343257154755011e-04	-3.603377e+00
9.387799181718361e-04	-3.055109e+00
9.446641943993884e-04	-2.057508e+00
9.512481951368523e-04	-7.378823e-01
9.580529816876632e-04	7.085154e-01
9.641321174685796e-04	2.004230e+00
9.707390406578821e-04	3.267967e+00
9.748844124330339e-04	3.787872e+00
9.764570376048386e-04	3.881766e+00
9.782682927711708e-04	3.918248e+00
9.799951424037982e-04	3.890981e+00
9.820952353165324e-04	3.788358e+00
9.851128584945949e-04	3.527023e+00
9.896091442283211e-04	2.935901e+00
9.965533367436036e-04	1.706036e+00
1.003547905841550e-03	2.657887e-01
1.010866441651663e-03	-1.302352e+00
1.017480110087339e-03	-2.684232e+00
1.021955051267513e-03	-3.469191e+00
1.025356598779502e-03	-3.830733e+00
1.027080637654332e-03	-3.906280e+00
1.029238427518544e-03	-3.910405e+00
1.031575114693504e-03	-3.818825e+00
1.034198441876970e-03	-3.615727e+00
1.038276408857307e-03	-3.127334e+00
1.044294827932910e-03	-2.127410e+00
1.050982696095192e-03	-7.941630e-01
1.057888069361405e-03	6.723307e-01
1.063931788334062e-03	1.961514e+00
1.070565311966812e-03	3.239650e+00
1.074815792344457e-03	3.782013e+00
1.076431530843840e-03	3.880569e+00
1.078367950249042e-03	3.918268e+00
1.080254563112501e-03	3.882336e+00
1.082485012261784e-03	3.761812e+00
1.085618860540793e-03	3.471531e+00
1.090345925442007e-03	2.820388e+00
1.097743972801946e-03	1.471742e+00
1.104727610756334e-03	1.609220e-02
1.111664288241153e-03	-1.472593e+00
1.118235758111594e-03	-2.829486e+00
1.122604649417900e-03	-3.555967e+00
1.125604017081456e-03	-3.845312e+00
1.127483441109466e-03	-3.914010e+00
1.129319147388681e-03	-3.908425e+00
1.131770623624592e-03	-3.807085e+00
1.134335916860858e-03	-3.602388e+00
1.138802096810567e-03	-3.051867e+00
1.144682126571101e-03	-2.054106e+00
1.151267417490194e-03	-7.338495e-01
1.158067303848683e-03	7.116046e-01
1.164149442968524e-03	2.007874e+00
1.170755273352263e-03	3.270547e+00
1.174890807795685e-03	3.788391e+00
1.176459414742843e-03	3.881866e+00
1.178269696324829e-03	3.918250e+00
1.179994957280218e-03	3.890987e+00
1.182085617979079e-03	3.788982e+00
1.185106227455422e-03	3.527733e+00
1.189592969064771e-03	2.938376e+00
1.196543240577841e-03	1.708059e+00
1.203537767138596e-03	2.679695e-01
1.210863593708313e-03	-1.301707e+00
1.217477981300125e-03	-2.683786e+00
1.221954580620524e-03	-3.469099e+00
1.225356418452306e-03	-3.830712e+00
1.227080344052642e-03	-3.906268e+00
1.229238389884417e-03	-3.910404e+00
1.231571809385588e-03	-3.819015e+00
1.234195496124182e-03	-3.616008e+00
1.238270225735565e-03	-3.128209e+00
1.244288762547905e-03	-2.128545e+00
1.250977956196077e-03	-7.951601e-01
1.257884835830831e-03	6.716284e-01
1.263928154381526e-03	1.960743e+00
1.270562058445849e-03	3.239119e+00
1.274814504167885e-03	3.781903e+00
1.276431051997887e-03	3.880547e+00
1.278365075798300e-03	3.918268e+00
1.280249252835902e-03	3.882524e+00
1.282490892506958e-03	3.761399e+00
1.285618064660930e-03	3.471616e+00
1.290355292174268e-03	2.818908e+00
1.297732898397130e-03	1.473838e+00
1.304715069087966e-03	1.867324e-02
1.311649702855638e-03	-1.469555e+00
1.318221508112680e-03	-2.826839e+00
1.322589492581320e-03	-3.554078e+00
1.325598275229282e-03	-3.845014e+00
1.327474094118369e-03	-3.913880e+00
1.329315409585424e-03	-3.908513e+00
1.331786821245850e-03	-3.806112e+00
1.334349116459561e-03	-3.601106e+00
1.338830633859288e-03	-3.047688e+00
1.344705320830786e-03	-2.049704e+00
1.351292323986253e-03	-7.286238e-01
1.358085963906572e-03	7.156287e-01
1.364171999619114e-03	2.012617e+00
1.370776436652244e-03	3.273905e+00
1.374899141604376e-03	3.789066e+00
1.376462512379171e-03	3.881996e+00
1.378271481590975e-03	3.918252e+00
1.379994617316646e-03	3.890997e+00
1.382087284930458e-03	3.788873e+00
1.385106909579468e-03	3.527659e+00
1.389597775417388e-03	2.937644e+00
1.396543531788759e-03	1.707976e+00
1.403537019607945e-03	2.681075e-01
1.410861419262510e-03	-1.301260e+00
1.417475617005485e-03	-2.683337e+00
1.421952975730484e-03	-3.468878e+00
1.425355803530266e-03	-3.830674e+00
1.427079342860401e-03	-3.906245e+00
1.429238107571041e-03	-3.910411e+00
1.431566472571776e-03	-3.819322e+00
1.434191032951230e-03	-3.616435e+00
1.438260521755494e-03	-3.129581e+00
1.444280165102182e-03	-2.130157e+00
1.450971751011815e-03	-7.964702e-01
1.457880892781782e-03	6.707667e-01
1.463923670828411e-03	1.959787e+00
1.470558137822182e-03	3.238476e+00
1.474812951710461e-03	3.781769e+00
1.476430474911423e-03	3.880520e+00
1.478361120231171e-03	3.918267e+00
1.480241854402372e-03	3.882784e+00
1.482496373059322e-03	3.761015e+00
1.485615154638891e-03	3.471937e+00
1.490363501822065e-03	2.817616e+00
1.497715141262097e-03	1.477243e+00
1.504809522884858e-03	-1.334720e-03
1.511744648147313e-03	-1.489744e+00
1.518290700293292e-03	-2.839991e+00
1.522635177943681e-03	-3.560013e+00
1.525615578059194e-03	-3.846010e+00
1.527502260732421e-03	-3.914313e+00
1.529325903294540e-03	-3.908286e+00
1.531801664739315e-03	-3.805196e+00
1.534364745485847e-03	-3.599578e+00
1.538871761833059e-03	-3.041659e+00
1.544749790909598e-03	-2.041311e+00
1.551341252097316e-03	-7.183923e-01
1.558125336332290e-03	7.240814e-01
1.564218080605403e-03	2.022272e+00
1.570820274514101e-03	3.280813e+00
1.574916389609180e-03	3.790443e+00
1.576468923325453e-03	3.882256e+00
1.578286308998210e-03	3.918269e+00
1.580017417489462e-03	3.890282e+00
1.582122172782875e-03	3.786593e+00
1.585151470650631e-03	3.522900e+00
1.589669356910920e-03	2.926639e+00
1.596646921521271e-03	1.687784e+00
1.603660860014633e-03	2.419475e-01
1.610941127187716e-03	-1.318304e+00
1.617548769693856e-03	-2.697658e+00
1.621998321225450e-03	-3.475366e+00
1.625373170482540e-03	-3.831830e+00
1.627107618928672e-03	-3.906943e+00
1.629238895405462e-03	-3.910378e+00
1.631585704274075e-03	-3.818208e+00
1.634201064768972e-03	-3.615470e+00
1.638308887769708e-03	-3.122755e+00
1.644303750699394e-03	-2.125646e+00
1.650974875765126e-03	-7.956765e-01
1.657875483984197e-03	6.697353e-01
1.663918767399910e-03	1.958866e+00
1.670551053802668e-03	3.237421e+00
1.674810146212659e-03	3.781570e+00
1.676429432036306e-03	3.880494e+00
1.678354098658531e-03	3.918276e+00
1.680228757787746e-03	3.883249e+00
1.682499600914077e-03	3.760795e+00
1.685606226665174e-03	3.472935e+00
1.690367457780993e-03	2.817012e+00
1.697680390958938e-03	1.483984e+00
1.704913268205923e-03	-2.330523e-02
1.711852365622461e-03	-1.512628e+00
1.718367433496217e-03	-2.854532e+00
1.722681670043717e-03	-3.566045e+00
1.725633173910447e-03	-3.847028e+00
1.727530903875907e-03	-3.914743e+00
1.729336955356520e-03	-3.908048e+00
1.731823291749382e-03	-3.803863e+00
1.734386768936384e-03	-3.597422e+00
1.738926951317327e-03	-3.033544e+00
1.744808124924313e-03	-2.030281e+00
1.751405475604631e-03	-7.049537e-01
1.758176999923082e-03	7.351748e-01
1.764278737377170e-03	2.034976e+00
1.770878073489572e-03	3.289876e+00
1.774939100542233e-03	3.792239e+00
1.776477364706684e-03	3.882594e+00
1.778302829037662e-03	3.918280e+00
1.780041072831947e-03	3.889529e+00
1.782159467237741e-03	3.784136e+00
1.785198321792101e-03	3.517870e+00
1.789746475448087e-03	2.914737e+00
1.796755008118892e-03	1.666619e+00
1.803789944683887e-03	2.146538e-01
1.811025634667037e-03	-1.336376e+00
1.817625689137202e-03	-2.712376e+00
1.822058091131560e-03	-3.483403e+00
1.825396038651498e-03	-3.833160e+00
1.827144851395551e-03	-3.907744e+00
1.829240811738830e-03	-3.910281e+00
1.831612498235385e-03	-3.816633e+00
1.834213674264326e-03	-3.614250e+00
1.838370440803617e-03	-3.114036e+00
1.844328686550921e-03	-2.120834e+00
1.850972300546791e-03	-7.960204e-01
1.857862715223840e-03	6.671703e-01
1.863906139200855e-03	1.956361e+00
1.870535808545645e-03	3.235077e+00
1.874804106749266e-03	3.781111e+00
1.876427187001013e-03	3.880424e+00
1.878344743243897e-03	3.918287e+00
1.880212304482285e-03	3.883829e+00
1.882504328499837e-03	3.760472e+00
1.885595610389926e-03	3.474121e+00
1.890373512249682e-03	2.816080e+00
1.897638470618536e-03	1.492107e+00
1.904854484496900e-03	-1.099013e-02
1.911794223566388e-03	-1.500393e+00
1.918314391571762e-03	-2.844630e+00
1.922628883217327e-03	-3.559463e+00
1.925613194730464e-03	-3.845977e+00
1.927498381029724e-03	-3.914304e+00
1.929323280943764e-03	-3.908364e+00
1.931855432394255e-03	-3.801915e+00
1.934411388744405e-03	-3.595018e+00
1.938979216290489e-03	-3.025827e+00
1.944845792034576e-03	-2.023086e+00
1.951445270551576e-03	-6.965790e-01
1.958206056996363e-03	7.414556e-01
1.964314534237645e-03	2.042501e+00
1.970911628477328e-03	3.295139e+00
1.974952269766903e-03	3.793282e+00
1.976482259511879e-03	3.882793e+00
1.978299952969698e-03	3.918274e+00
1.980028416370935e-03	3.889929e+00
1.982164683947547e-03	3.783797e+00
1.985189576225545e-03	3.518801e+00
1.989756781125437e-03	2.913176e+00
1.996720567636955e-03	1.673167e+00
2.003740871244876e-03	2.248793e-01
2.010980207211552e-03	-1.326800e+00
2.017582015438882e-03	-2.704269e+00
2.022017259478480e-03	-3.478144e+00
2.025380419159471e-03	-3.832340e+00
2.027119420807287e-03	-3.907245e+00
2.029238392778533e-03	-3.910386e+00
2.031577769436338e-03	-3.818665e+00
2.034191540204374e-03	-3.616378e+00
2.038302060326302e-03	-3.123734e+00
2.044288614056935e-03	-2.128444e+00
2.050957246841048e-03	-7.993345e-01
2.057860763341105e-03	6.665900e-01
2.063902613286129e-03	1.955483e+00
2.070535582281451e-03	3.234930e+00
2.074804017094783e-03	3.781059e+00
2.076427153673835e-03	3.880398e+00
2.078337095872480e-03	3.918273e+00
2.080196790623958e-03	3.884360e+00
2.082512816829273e-03	3.759876e+00
2.085587776362213e-03	3.474990e+00
2.090385735758571e-03	2.814164e+00
2.097600549653150e-03	1.499413e+00
2.104799875127439e-03	4.239319e-04
2.111768061644610e-03	-1.494971e+00
2.118276622396998e-03	-2.837658e+00
2.122584487456308e-03	-3.553962e+00
2.125596378841689e-03	-3.845113e+00
2.127471007034404e-03	-3.913932e+00
2.129312060146002e-03	-3.908629e+00
2.131890324359059e-03	-3.799779e+00
2.134439814529298e-03	-3.592231e+00
2.139039694288743e-03	-3.016867e+00
2.144894386978494e-03	-2.013821e+00
2.151497265242208e-03	-6.856526e-01
2.158245441749496e-03	7.499481e-01
2.164362247997063e-03	2.052512e+00
2.170956743328132e-03	3.302172e+00
2.174969958073298e-03	3.794665e+00
2.176488833961334e-03	3.883055e+00
2.178299793026500e-03	3.918268e+00
2.180019216602388e-03	3.890215e+00
2.182187982415385e-03	3.782261e+00
2.185196472097319e-03	3.518045e+00
2.189802263697257e-03	2.906175e+00
2.196716550663747e-03	1.673680e+00
2.203725233085199e-03	2.279788e-01
2.210951858091688e-03	-1.320925e+00
2.217552964271546e-03	-2.698744e+00
2.221996144248616e-03	-3.475250e+00
2.225372337067890e-03	-3.831850e+00
2.227106262007766e-03	-3.906948e+00
2.229236497585385e-03	-3.910438e+00
2.231557194985558e-03	-3.819854e+00
2.234176338420734e-03	-3.617831e+00
2.238260546539018e-03	-3.129603e+00
2.244258192315278e-03	-2.134175e+00
2.250939783758057e-03	-8.030641e-01
2.257852102469587e-03	6.646482e-01
2.263892340381931e-03	1.953252e+00
2.270527520007481e-03	3.233568e+00
2.274800822149714e-03	3.780768e+00
2.276425966017266e-03	3.880333e+00
2.278327458315322e-03	3.918262e+00
2.280178576909715e-03	3.884983e+00
2.282518296442387e-03	3.759497e+00
2.285575893168880e-03	3.476314e+00
2.290392237359660e-03	2.813164e+00
2.297553786186771e-03	1.508474e+00
2.304734532706891e-03	1.411653e-02
2.311757475924736e-03	-1.492857e+00
2.318242539154441e-03	-2.831409e+00
2.322542878836289e-03	-3.548804e+00
2.325580607969489e-03	-3.844306e+00
2.327445333804641e-03	-3.913573e+00
2.329301917727776e-03	-3.908870e+00
2.331924953265080e-03	-3.797641e+00
2.334468818857979e-03	-3.589376e+00
2.339100582644651e-03	-3.007812e+00
2.344945323791016e-03	-2.004108e+00
2.351552271415879e-03	-6.740965e-01
2.358287782255562e-03	7.590695e-01
2.364413288620642e-03	2.063207e+00
2.370999040000773e-03	3.308793e+00
2.374986523103025e-03	3.795972e+00
2.376494990886119e-03	3.883309e+00
2.378299908248881e-03	3.918268e+00
2.380028803728399e-03	3.889914e+00
2.382227008979617e-03	3.779661e+00
2.385235815126876e-03	3.513796e+00
2.389876875829481e-03	2.894592e+00
2.396792872554331e-03	1.658604e+00
2.403812399748836e-03	2.094563e-01
2.411001753812338e-03	-1.331674e+00
2.417597350248651e-03	-2.707480e+00
2.422023293638386e-03	-3.479157e+00
2.425382728198500e-03	-3.832552e+00
2.427123180241382e-03	-3.907365e+00
2.429236615135026e-03	-3.910428e+00
2.431598414741091e-03	-3.817478e+00
2.434205961041127e-03	-3.615001e+00
2.438344541299183e-03	-3.117715e+00
2.444315044977195e-03	-2.123436e+00
2.450968642480946e-03	-7.968538e-01
2.457863430945928e-03	6.672596e-01
2.463906575106973e-03	1.956398e+00
2.470537535673632e-03	3.235311e+00
2.474804791084651e-03	3.781151e+00
2.476427441388251e-03	3.880424e+00
2.478319651353813e-03	3.918270e+00
2.480161072064511e-03	3.885584e+00
2.482522123108188e-03	3.759238e+00
2.485565005044312e-03	3.477528e+00
2.490399376169339e-03	2.812062e+00
2.497513978820711e-03	1.516178e+00
2.504678511232973e-03	2.585142e-02
2.511731985053490e-03	-1.487553e+00
2.518205606473906e-03	-2.824550e+00
2.522491307088105e-03	-3.542331e+00
2.525561046177257e-03	-3.843281e+00
2.527413488881245e-03	-3.913103e+00
2.529289541950823e-03	-3.909160e+00
2.531960472538161e-03	-3.795434e+00
2.534498392248226e-03	-3.586457e+00
2.539160992053927e-03	-2.998796e+00
2.544995038822410e-03	-1.994613e+00
2.551606005773667e-03	-6.628011e-01
2.558329133954397e-03	7.679793e-01
2.564463267259922e-03	2.073673e+00
2.571013286659095e-03	3.311327e+00
2.574992098686715e-03	3.796533e+00
2.576497063228065e-03	3.883466e+00
2.578298691679992e-03	3.918301e+00
2.580042086828813e-03	3.889510e+00
2.582267717341318e-03	3.776930e+00
2.585281497247294e-03	3.508845e+00
2.589956344362598e-03	2.882196e+00
2.596888684975457e-03	1.639728e+00
2.603924939459864e-03	1.855945e-01
2.611073483826421e-03	-1.347052e+00
2.617661937081372e-03	-2.720107e+00
2.622064426465124e-03	-3.484998e+00
2.625398461043145e-03	-3.833588e+00
2.627148795346670e-03	-3.907974e+00
2.629237921804781e-03	-3.910389e+00
2.631654507574864e-03	-3.814203e+00
2.634247358976343e-03	-3.611028e+00
2.638461095089048e-03	-3.101109e+00
2.644397886015607e-03	-2.107787e+00
2.651014215902705e-03	-7.870972e-01
2.657884554237554e-03	6.720282e-01
2.663932252804199e-03	1.961994e+00
2.670557272489354e-03	3.238660e+00
2.674812609040324e-03	3.781871e+00
2.676430347532387e-03	3.880586e+00
2.678312845346799e-03	3.918282e+00
2.680144001826121e-03	3.886168e+00
2.682524730268638e-03	3.759067e+00
2.685554181226903e-03	3.478735e+00
2.690405685499976e-03	2.811091e+00
2.697476629339936e-03	1.523409e+00
2.704626059971574e-03	3.684117e-02
2.711686115693593e-03	-1.477900e+00
2.718160855829116e-03	-2.816141e+00
2.722429915870209e-03	-3.534510e+00
2.725537738224606e-03	-3.842025e+00
2.727375544835738e-03	-3.912504e+00
2.729275488030671e-03	-3.909483e+00
2.731999627285745e-03	-3.792981e+00
2.734531222188574e-03	-3.583204e+00
2.739225741220791e-03	-2.989093e+00
2.745048631774574e-03	-1.984365e+00
2.751664220217019e-03	-6.505610e-01
2.758374193196513e-03	7.776854e-01
2.764517714921026e-03	2.085067e+00
2.771029501953727e-03	3.314183e+00
2.774998442301004e-03	3.797161e+00
2.776499421032147e-03	3.883639e+00
2.778320307300131e-03	3.918355e+00
2.780082572803907e-03	3.888223e+00
2.782340183850579e-03	3.771992e+00
2.785369576423220e-03	3.499228e+00
2.790104392613149e-03	2.858957e+00
2.797092106342700e-03	1.599663e+00
2.804167863400854e-03	1.341374e-01
2.811242151603332e-03	-1.383103e+00
2.817813914436057e-03	-2.749285e+00
2.822176613438792e-03	-3.500193e+00
2.825441309528662e-03	-3.836146e+00
2.827218556952782e-03	-3.909440e+00
2.829245656339364e-03	-3.910159e+00
2.831768717938246e-03	-3.807369e+00
2.834331649188656e-03	-3.602864e+00
2.838705784608418e-03	-3.065846e+00
2.844575064082765e-03	-2.074234e+00
2.851155148994430e-03	-7.573120e-01
2.857974062754370e-03	6.915900e-01
2.864042099669475e-03	1.985354e+00
2.870654534792399e-03	3.254514e+00
2.874851074097955e-03	3.785154e+00
2.876444645636396e-03	3.881250e+00
2.878327836500166e-03	3.918316e+00
2.880158121019404e-03	3.885701e+00
2.882557166497123e-03	3.756747e+00
2.885592995484905e-03	3.474380e+00
2.890478905908716e-03	2.799369e+00
2.897567230302492e-03	1.505362e+00
2.904733108678776e-03	1.407728e-02
2.911760796290996e-03	-1.493854e+00
2.918228164321304e-03	-2.828970e+00
2.922473677557664e-03	-3.540335e+00
2.925554355318366e-03	-3.843016e+00
2.927402596612528e-03	-3.912980e+00
2.929284558358367e-03	-3.909292e+00
2.932005911329004e-03	-3.792567e+00
2.934538798679190e-03	-3.582444e+00
2.939251529638241e-03	-2.985230e+00
2.945077603557820e-03	-1.978858e+00
2.951696200334968e-03	-6.438597e-01
2.958400997829392e-03	7.834336e-01
2.964549168425230e-03	2.091625e+00
2.971039844529190e-03	3.315960e+00
2.975002487099087e-03	3.797544e+00
2.976504049789524e-03	3.883863e+00
2.978335006332562e-03	3.918377e+00
2.980107007430011e-03	3.887430e+00
2.982385758181061e-03	3.768847e+00
2.985424122065557e-03	3.493223e+00
2.990198525973512e-03	2.844091e+00
2.997217303150885e-03	1.574916e+00
3.004279074930417e-03	1.104877e-01
3.011310535099437e-03	-1.397781e+00
3.017879381645626e-03	-2.761965e+00
3.022220693170662e-03	-3.506282e+00
3.025458121075077e-03	-3.837204e+00
3.027245927288235e-03	-3.910021e+00
3.029250119583145e-03	-3.910058e+00
3.031827039474574e-03	-3.803814e+00
3.034379075803493e-03	-3.598238e+00
3.038832741817971e-03	-3.047330e+00
3.044678768549546e-03	-2.054592e+00
3.051263897539068e-03	-7.345014e-01
3.058055128729419e-03	7.090787e-01
