x-axis,1,2
second,Volt,Volt
-100.000E-06,+2.170854248E+00,-402.010046E-03
-99.900E-06,+2.262742259E+00,-356.066041E-03
-99.800E-06,+2.262742259E+00,-333.094038E-03
-99.700E-06,+2.251256257E+00,-321.608037E-03
-99.600E-06,+2.251256257E+00,-264.178030E-03
-99.500E-06,+2.182340249E+00,-321.608037E-03
-99.400E-06,+2.331658266E+00,-287.150033E-03
-99.300E-06,+2.331658266E+00,-241.206028E-03
-99.200E-06,+2.297200263E+00,-287.150033E-03
-99.100E-06,+2.331658266E+00,-252.692029E-03
-99.000E-06,+2.377602272E+00,-160.804018E-03
-98.900E-06,+2.412060276E+00,-103.374012E-03
-98.800E-06,+2.343144268E+00,-229.720026E-03
-98.700E-06,+2.366116270E+00,-149.318017E-03
-98.600E-06,+2.412060276E+00,-80.402009E-03
-98.500E-06,+2.492462285E+00,-114.860013E-03
-98.400E-06,+2.503948286E+00,-91.888011E-03
-98.300E-06,+2.492462285E+00,-80.402009E-03
-98.200E-06,+2.607322298E+00,-22.972003E-03
-98.100E-06,+2.572864294E+00,+0.0E+00
-98.000E-06,+2.584350295E+00,-45.944005E-03
-97.900E-06,+2.572864294E+00,-80.402009E-03
-97.800E-06,+2.607322298E+00,+80.402009E-03
-97.700E-06,+2.572864294E+00,+0.0E+00
-97.600E-06,+2.572864294E+00,+22.972003E-03
-97.500E-06,+2.653266303E+00,+160.804018E-03
-97.400E-06,+2.653266303E+00,+80.402009E-03
-97.300E-06,+2.687724307E+00,+195.262022E-03
-97.200E-06,+2.733668312E+00,+160.804018E-03
-97.100E-06,+2.733668312E+00,+172.290020E-03
-97.000E-06,+2.745154314E+00,+229.720026E-03
-96.900E-06,+2.791098319E+00,+241.206028E-03
-96.800E-06,+2.676238306E+00,+195.262022E-03
-96.700E-06,+2.814070322E+00,+321.608037E-03
-96.600E-06,+2.894472331E+00,+241.206028E-03
-96.500E-06,+2.814070322E+00,+241.206028E-03
-96.400E-06,+2.882986329E+00,+321.608037E-03
-96.300E-06,+2.745154314E+00,+310.122035E-03
-96.200E-06,+2.860014327E+00,+321.608037E-03
-96.100E-06,+2.974874340E+00,+379.038043E-03
-96.000E-06,+2.974874340E+00,+321.608037E-03
-95.900E-06,+2.974874340E+00,+436.468050E-03
-95.800E-06,+2.894472331E+00,+402.010046E-03
-95.700E-06,+2.974874340E+00,+402.010046E-03
-95.600E-06,+2.974874340E+00,+470.926054E-03
-95.500E-06,+3.055276349E+00,+447.954051E-03
-95.400E-06,+3.032304347E+00,+424.982049E-03
